Le Grincheux du 18 février,18 février 2019," | 			Pascal  
",Société
La glace à vol d’oiseau,18 février 2019," | 			Alexis Riopel 
",Science
L’hyperandrogénie: la question qui dérange l’athlétisme,18 février 2019," | 			Agence France-Presse 
",Sports
Maternelles 4 ans: le moyen pour la fin,19 février 2019, | Michel Gay,Lettres
Comment «aider» Haïti aujourd’hui?,19 février 2019," | Louis Favreau, Lucie Fréchette",Idées
Syrie: au moins 24 morts dans un attentat à Idlib,19 février 2019," | 			Agence France-Presse 
",Moyen-Orient
R-U: sept députés travaillistes démissionnent,19 février 2019," | 			Agence France-Presse 
",Moyen-Orient
La Nouvelle-Zélande taxera les géants du Web,19 février 2019," | 			Associated Press 
",Économie
Record des dividendes mondiaux,19 février 2019," | 			Agence France-Presse 
",Économie
Amazon veut réduire son empreinte carbone,19 février 2019," | 			Associated Press 
",Économie
Commerce: l’UE ripostera si Washington surtaxe ses voitures,19 février 2019," | 			Clément  Zampa - Agence France-Presse	
",Économie
L’écart salarial homme-femme passe à 3$ l’heure,19 février 2019," | 			Gérard Bérubé 
",Économie
Rémunération: Saputo accorde le vote consultatif,19 février 2019," | 			La Presse canadienne 
",Économie
Brexit: Honda va fermer au Royaume-Uni,19 février 2019," | 			Agence France-Presse 
",Économie
Best Western achète WorldHotels,19 février 2019," | 			Le Devoir 
",Économie
Le feu jaune de Londres à Huawei pourrait donner des arguments à Ottawa,19 février 2019," | 			Jim Bronskill - La Presse canadienne	
",Économie
Les Hurricanes n’ont pas tardé à réagir aux commentaires de Cherry,19 février 2019," | 			La Presse canadienne 
",Sports
Sebastian Vettel et Ferrari donnent le ton des essais hivernaux en Formule 1,19 février 2019," | 			Associated Press 
",Sports
Hugo Barrette aborde les Mondiaux de cyclisme sur piste l’esprit libre,19 février 2019," | 			Frédéric Daigle - La Presse canadienne	
",Sports
Forum RIDEAU: des messages pour favoriser un public silencieux?,19 février 2019," | 			Philippe Papineau 
",Culture
Notre choix ce soir,19 février 2019," | 			Amélie Gaudreau 
",Écrans
Armes à feu: ne pas lâcher prise,19 février 2019," | 			Brian Myles 
",Éditoriaux
