156,Armes à feu: une loi inadaptée aux Autochtones,13 février 2019,Noah Swappie,opinion,/opinion/libre-opinion/547725/armes-a-feu-une-loi-inadaptee-aux-autochtones
158,Le narcotrafiquant mexicain «El Chapo» déclaré coupable,13 février 2019,Laura Bonilla Cal - Agence France-Presse,monde,/monde/ameriques/547686/le-narcotrafiquant-mexicain-el-chapo-reconnu-coupable
159,"De retour avec le Canadien, Dale Weise se «sent revivre»",13 février 2019,Alexis Bélanger-Champagne - La Presse canadienne,sports,/sports/547697/de-retour-avec-le-canadien-dale-weise-se-sent-revivre
160,Les fonctionnaires sont furieux d’avoir été traités d’ayatollahs par Lamontagne,13 février 2019,Patrice Bergeron - La Presse canadienne,politique,/politique/quebec/547717/les-fonctionnaires-sont-furieux-d-avoir-ete-traites-d-ayatollahs-par-lamontagne
161,Réseau international de blanchiment d’argent: 14 suspects arrêtés au Québec et en Ontario,13 février 2019,Améli Pineda,societe,/societe/547681/reseau-international-de-blanchiment-d-argent-14-suspects-arretes-au-quebec-et-en-ontario
,Quelques oeuvres de l'exposition «Dans la Chambre des merveilles»,16213 février 2019,,culture,/culture/arts-visuels/547723/oeuvres-chambre-des-merveilles
163,Congédiement de Louis Robert: la protectrice du citoyen enquête,13 février 2019,Le Devoir,politique,/politique/quebec/547721/titre-de-la-breve-sur-1-ou-2-ou-3-lignes-au-choix-du-redacteur
164,L’équité salariale bientôt renforcée,13 février 2019,Isabelle Porter,politique,/politique/quebec/547720/titre-l-equite-salariale-bientot-renforcee
165,De l’amiante et des hommes,13 février 2019,Jean-François Nadeau,societe,/societe/547698/du-feu-dans-l-amiante
166,"Le Brexit, le canari dans la mine de la mondialisation, dit Mark Carney",13 février 2019,Éric Desrosiers,economie,/economie/547711/le-brexit-le-canari-dans-la-mine-de-la-mondialisation-dit-carney
167,Quoi surveiller aujourd’hui?,13 février 2019,Geneviève Tremblay,societe,/societe/547743/pour-votre-info-quoi-surveiller-aujourd-hui
